in:Length,in:Height,in:Division,in:Truss type,out:Translation,out:TotalWeight,out:Frequency,img
19,3,6,WARREN,9.068,552.166,25.095,19_3_6_WARREN.png
20,3,6,WARREN,10.05,568.812,22.832,20_3_6_WARREN.png
21,3,6,WARREN,10.676,606.812,21.632,21_3_6_WARREN.png
22,3,6,WARREN,11.072,677.217,19.726,22_3_6_WARREN.png
23,3,6,WARREN,11.622,733.646,17.822,23_3_6_WARREN.png
24,3,6,WARREN,11.962,796.289,17.526,24_3_6_WARREN.png
25,3,6,WARREN,12.992,827.002,17.566,25_3_6_WARREN.png
10,4,6,WARREN,4.733,444.92,48.339,10_4_6_WARREN.png
11,4,6,WARREN,5.005,454.048,45.561,11_4_6_WARREN.png
12,4,6,WARREN,5.326,463.347,42.5,12_4_6_WARREN.png
13,4,6,WARREN,5.694,477.191,37.941,13_4_6_WARREN.png
14,4,6,WARREN,5.593,536.874,36.418,14_4_6_WARREN.png
15,4,6,WARREN,6.074,547.934,32.241,15_4_6_WARREN.png
16,4,6,WARREN,6.452,572.006,28.281,16_4_6_WARREN.png
17,4,6,WARREN,6.72,605.94,26.865,17_4_6_WARREN.png
18,4,6,WARREN,7.235,624.004,26.554,18_4_6_WARREN.png
19,4,6,WARREN,7.719,658.08,23.269,19_4_6_WARREN.png
20,4,6,WARREN,8.028,689.299,21.699,20_4_6_WARREN.png
21,4,6,WARREN,8.514,717.891,19.452,21_4_6_WARREN.png
22,4,6,WARREN,9.131,742.15,19.705,22_4_6_WARREN.png
23,4,6,WARREN,9.728,770.543,18.25,23_4_6_WARREN.png
24,4,6,WARREN,9.728,870.211,17.333,24_4_6_WARREN.png
25,4,6,WARREN,10.445,909.617,15.79,25_4_6_WARREN.png
10,5,6,WARREN,4.805,602.732,42.298,10_5_6_WARREN.png
11,5,6,WARREN,4.989,611.73,40.632,11_5_6_WARREN.png
12,5,6,WARREN,5.201,620.889,38.782,12_5_6_WARREN.png
13,5,6,WARREN,5.485,630.207,36.68,13_5_6_WARREN.png
14,5,6,WARREN,5.371,701.82,34.147,14_5_6_WARREN.png
15,5,6,WARREN,5.584,722.022,32.847,15_5_6_WARREN.png
16,5,6,WARREN,5.972,733.082,29.327,16_5_6_WARREN.png
17,5,6,WARREN,6.366,751.131,26.02,17_5_6_WARREN.png
18,5,6,WARREN,6.585,775.409,23.615,18_5_6_WARREN.png
19,5,6,WARREN,6.532,866.496,23.663,19_5_6_WARREN.png
20,5,6,WARREN,6.988,889.469,21.308,20_5_6_WARREN.png
21,5,6,WARREN,7.339,926.639,19.161,21_5_6_WARREN.png
22,5,6,WARREN,7.471,963.768,17.716,22_5_6_WARREN.png
23,5,6,WARREN,7.543,1062.558,18.192,23_5_6_WARREN.png
24,5,6,WARREN,7.952,1092.256,16.942,24_5_6_WARREN.png
25,5,6,WARREN,8.582,1110.518,15.737,25_5_6_WARREN.png
10,1,7,WARREN,10.819,208.282,51.272,10_1_7_WARREN.png
11,1,7,WARREN,12.635,237.648,44.375,11_1_7_WARREN.png
12,1,7,WARREN,14.631,271.246,38.442,12_1_7_WARREN.png
13,1,7,WARREN,16.317,319.201,33.712,13_1_7_WARREN.png
14,1,7,WARREN,18.663,357.382,29.941,14_1_7_WARREN.png
15,1,7,WARREN,21.665,395.818,26.388,15_1_7_WARREN.png
16,1,7,WARREN,22.566,473.375,23.634,16_1_7_WARREN.png
17,1,7,WARREN,25.985,508.441,21.388,17_1_7_WARREN.png
18,1,7,WARREN,27.484,593.236,19.324,18_1_7_WARREN.png
19,1,7,WARREN,30.711,644.41,17.532,19_1_7_WARREN.png
20,1,7,WARREN,32.104,750.397,15.939,20_1_7_WARREN.png
21,1,7,WARREN,36.183,797.734,14.643,21_1_7_WARREN.png
22,1,7,WARREN,40.052,863.474,13.411,22_1_7_WARREN.png
23,1,7,WARREN,44.438,925.604,12.337,23_1_7_WARREN.png
24,1,7,WARREN,47.722,1010.376,11.428,24_1_7_WARREN.png
25,1,7,WARREN,50.697,1129.767,10.537,25_1_7_WARREN.png
10,2,7,WARREN,6.683,259.245,58.309,10_2_7_WARREN.png
11,2,7,WARREN,7.393,278.702,52.748,11_2_7_WARREN.png
12,2,7,WARREN,8.317,294.286,48.338,12_2_7_WARREN.png
13,2,7,WARREN,9.017,325.843,43.98,13_2_7_WARREN.png
14,2,7,WARREN,9.799,353.709,40.695,14_2_7_WARREN.png
15,2,7,WARREN,11.198,368.007,37.104,15_2_7_WARREN.png
16,2,7,WARREN,12.21,398.105,33.967,16_2_7_WARREN.png
17,2,7,WARREN,13.263,430.45,31.429,17_2_7_WARREN.png
18,2,7,WARREN,14.077,478.909,28.91,18_2_7_WARREN.png
19,2,7,WARREN,15.132,521.702,26.668,19_2_7_WARREN.png
20,2,7,WARREN,16.812,547.611,24.811,20_2_7_WARREN.png
21,2,7,WARREN,17.515,613.55,22.974,21_2_7_WARREN.png
22,2,7,WARREN,18.474,672.92,21.254,22_2_7_WARREN.png
23,2,7,WARREN,19.035,759.857,19.92,23_2_7_WARREN.png
24,2,7,WARREN,21.2,785.19,18.545,24_2_7_WARREN.png
25,2,7,WARREN,21.854,874.81,17.308,25_2_7_WARREN.png
10,3,7,WARREN,6.106,375.665,51.729,10_3_7_WARREN.png
11,3,7,WARREN,6.574,385.8,48.787,11_3_7_WARREN.png
12,3,7,WARREN,7.121,396.091,45.806,12_3_7_WARREN.png
13,3,7,WARREN,7.655,410.868,42.75,13_3_7_WARREN.png
14,3,7,WARREN,8.249,426.476,40.379,14_3_7_WARREN.png
15,3,7,WARREN,8.896,444.992,37.591,15_3_7_WARREN.png
16,3,7,WARREN,8.871,504.91,35.467,16_3_7_WARREN.png
17,3,7,WARREN,9.552,528.735,32.986,17_3_7_WARREN.png
18,3,7,WARREN,10.314,551.252,30.678,18_3_7_WARREN.png
19,3,7,WARREN,10.341,622.081,28.984,19_3_7_WARREN.png
20,3,7,WARREN,11.233,645.478,27.555,20_3_7_WARREN.png
21,3,7,WARREN,12.078,672.741,25.953,21_3_7_WARREN.png
22,3,7,WARREN,12.803,716.864,24.565,22_3_7_WARREN.png
23,3,7,WARREN,13.625,753.625,23.031,23_3_7_WARREN.png
24,3,7,WARREN,14.135,811.398,21.552,24_3_7_WARREN.png
25,3,7,WARREN,15.083,852.292,20.192,25_3_7_WARREN.png
10,4,7,WARREN,5.639,581.915,44.028,10_4_7_WARREN.png
11,4,7,WARREN,5.939,588.68,42.442,11_4_7_WARREN.png
12,4,7,WARREN,6.257,598.947,40.727,12_4_7_WARREN.png
13,4,7,WARREN,6.666,605.576,38.833,13_4_7_WARREN.png
14,4,7,WARREN,7.039103,619.972,37.08,14_4_7_WARREN.png
15,4,7,WARREN,7.354,640.708,35.54,15_4_7_WARREN.png
16,4,7,WARREN,7.878,652.288,33.724,16_4_7_WARREN.png
17,4,7,WARREN,8.355,670.842,31.845,17_4_7_WARREN.png
18,4,7,WARREN,8.769,696.902,30.468,18_4_7_WARREN.png
19,4,7,WARREN,9.438,710.104,28.777,19_4_7_WARREN.png
20,4,7,WARREN,9.266,801.009,27.091,20_4_7_WARREN.png
21,4,7,WARREN,9.818,829.048,25.434,21_4_7_WARREN.png
22,4,7,WARREN,10.247,860.746,24.993,22_4_7_WARREN.png
23,4,7,WARREN,11.051,877.342,23.625,23_4_7_WARREN.png
24,4,7,WARREN,11.054,977.008,22.529,24_4_7_WARREN.png
25,4,7,WARREN,11.753,1007.552,21.507,25_4_7_WARREN.png
10,5,7,WARREN,5.422,856.99,37.406,10_5_7_WARREN.png
11,5,7,WARREN,5.637,859.364,36.464,11_5_7_WARREN.png
12,5,7,WARREN,5.869,865.977,35.429,12_5_7_WARREN.png
13,5,7,WARREN,6.11,876.411,34.316,13_5_7_WARREN.png
14,5,7,WARREN,6.420075,882.916,33.073,14_5_7_WARREN.png
15,5,7,WARREN,6.287,974.988,31.775,15_5_7_WARREN.png
16,5,7,WARREN,6.457,1001.248,30.866,16_5_7_WARREN.png
17,5,7,WARREN,6.847,1013.309,29.615,17_5_7_WARREN.png
18,5,7,WARREN,7.283,1025.549,28.336,18_5_7_WARREN.png
19,5,7,WARREN,7.599,1051.138,27.347,19_5_7_WARREN.png
20,5,7,WARREN,8.012,1080.678,26.463,20_5_7_WARREN.png
21,5,7,WARREN,8.435,1104.127,25.216,21_5_7_WARREN.png
22,5,7,WARREN,8.58,1156.122,23.888,22_5_7_WARREN.png
23,5,7,WARREN,9.083,1180.521,23.042,23_5_7_WARREN.png
24,5,7,WARREN,9.436,1205.814,22.518,24_5_7_WARREN.png
25,5,7,WARREN,10.079,1222.916,21.432,25_5_7_WARREN.png
10,1,8,WARREN,10.94,243.937,51.358,10_1_8_WARREN.png
11,1,8,WARREN,13.088,268.945,44.768,11_1_8_WARREN.png
12,1,8,WARREN,14.564,317.178,39.135,12_1_8_WARREN.png
13,1,8,WARREN,16.808,360.083,34.228,13_1_8_WARREN.png
14,1,8,WARREN,19.078,403.496,30.247,14_1_8_WARREN.png
15,1,8,WARREN,21.166,456.593,27.069,15_1_8_WARREN.png
16,1,8,WARREN,24.864,485.442,24.274,16_1_8_WARREN.png
17,1,8,WARREN,27.074,557.404,21.806,17_1_8_WARREN.png
18,1,8,WARREN,29.326,631.21,19.688,18_1_8_WARREN.png
19,1,8,WARREN,31.731,704.22,17.954,19_1_8_WARREN.png
20,1,8,WARREN,34.131,787.705,16.387,20_1_8_WARREN.png
21,1,8,WARREN,38.419,836.478,15.042,21_1_8_WARREN.png
22,1,8,WARREN,43.17,888.432,13.787,22_1_8_WARREN.png
23,1,8,WARREN,45.222,1004.415,12.714,23_1_8_WARREN.png
24,1,8,WARREN,50.343,1063.783,11.727,24_1_8_WARREN.png
25,1,8,WARREN,51.819,1212.252,10.87,25_1_8_WARREN.png
10,2,8,WARREN,7.42,314.725,55.486,10_2_8_WARREN.png
11,2,8,WARREN,8.198,331.697,51.212,11_2_8_WARREN.png
12,2,8,WARREN,9.238,344.841,47.171,12_2_8_WARREN.png
13,2,8,WARREN,10.446,358.153,43.386,13_2_8_WARREN.png
14,2,8,WARREN,11.456,382.816,40.08,14_2_8_WARREN.png
15,2,8,WARREN,12.957,397.249,36.901,15_2_8_WARREN.png
16,2,8,WARREN,13.004,460.648,34.078,16_2_8_WARREN.png
17,2,8,WARREN,14.415,483.718,31.635,17_2_8_WARREN.png
18,2,8,WARREN,15.797,515.569,29.181,18_2_8_WARREN.png
19,2,8,WARREN,17.135,549.721,27.206,19_2_8_WARREN.png
20,2,8,WARREN,18.009,613.466,25.065,20_2_8_WARREN.png
21,2,8,WARREN,19.271,656.573,23.458,21_2_8_WARREN.png
22,2,8,WARREN,19.46,753.048,21.821,22_2_8_WARREN.png
23,2,8,WARREN,21.364,784.935,20.45,23_2_8_WARREN.png
24,2,8,WARREN,22.991,837.044,19.057,24_2_8_WARREN.png
25,2,8,WARREN,24.163,905.426,18.022,25_2_8_WARREN.png
10,3,8,WARREN,6.973,472.397,47.13,10_3_8_WARREN.png
11,3,8,WARREN,7.425,484.231,44.988,11_3_8_WARREN.png
12,3,8,WARREN,7.949,496.233,42.821,12_3_8_WARREN.png
13,3,8,WARREN,8.553,508.403,40.648,13_3_8_WARREN.png
14,3,8,WARREN,8.64,561.029,38.497,14_3_8_WARREN.png
15,3,8,WARREN,9.411,573.759,36.336,15_3_8_WARREN.png
16,3,8,WARREN,9.852,603.58,34.625,16_3_8_WARREN.png
17,3,8,WARREN,10.745,617.689,32.667,17_3_8_WARREN.png
18,3,8,WARREN,11.269,657.312,30.923,18_3_8_WARREN.png
19,3,8,WARREN,11.836,693.783,29.249,19_3_8_WARREN.png
20,3,8,WARREN,12.74,717.369,27.783,20_3_8_WARREN.png
21,3,8,WARREN,13.53,751.22,26.229,21_3_8_WARREN.png
22,3,8,WARREN,14.479,780.125,24.853,22_3_8_WARREN.png
23,3,8,WARREN,15.372,817.009,23.466,23_3_8_WARREN.png
24,3,8,WARREN,16.277,855.84,22.198,24_3_8_WARREN.png
25,3,8,WARREN,17.087,904.358,21.123,25_3_8_WARREN.png
10,4,8,WARREN,7.254,672.188,39.117,10_4_8_WARREN.png
11,4,8,WARREN,7.598,676.145,38.039,11_4_8_WARREN.png
12,4,8,WARREN,7.918,687.895,36.854,12_4_8_WARREN.png
13,4,8,WARREN,7.631,760.515,35.72,13_4_8_WARREN.png
14,4,8,WARREN,8.112,764.055,34.492,14_4_8_WARREN.png
15,4,8,WARREN,8.585,775.84,33.175,15_4_8_WARREN.png
16,4,8,WARREN,9.117,787.778,31.841,16_4_8_WARREN.png
17,4,8,WARREN,9.57,810.484,30.49,17_4_8_WARREN.png
18,4,8,WARREN,9.947,835.842,29.359,18_4_8_WARREN.png
19,4,8,WARREN,9.925,926.63,27.993,19_4_8_WARREN.png
20,4,8,WARREN,10.363,957.581,26.939,20_4_8_WARREN.png
21,4,8,WARREN,10.913,985.899,25.757,21_4_8_WARREN.png
22,4,8,WARREN,11.541,1009.902,24.77,22_4_8_WARREN.png
23,4,8,WARREN,12.168,1038.053,23.759,23_4_8_WARREN.png
24,4,8,WARREN,12.458,1133.52,22.566,24_4_8_WARREN.png
25,4,8,WARREN,12.786,1184.189,21.714,25_4_8_WARREN.png
10,5,8,WARREN,6.376,1089.866,33.368,10_5_8_WARREN.png
11,5,8,WARREN,6.583,1099.509,32.654,11_5_8_WARREN.png
12,5,8,WARREN,6.818,1107.421,31.94,12_5_8_WARREN.png
13,5,8,WARREN,7.084,1115.207,31.174,13_5_8_WARREN.png
14,5,8,WARREN,7.351,1127.503,30.383,14_5_8_WARREN.png
15,5,8,WARREN,7.714,1130.616,29.575,15_5_8_WARREN.png
16,5,8,WARREN,8.063,1142.61,28.714,16_5_8_WARREN.png
17,5,8,WARREN,8.453,1154.774,27.828,17_5_8_WARREN.png
18,5,8,WARREN,8.9,1167.091,26.923,18_5_8_WARREN.png
19,5,8,WARREN,9.163,1199.026,26.076,19_5_8_WARREN.png
20,5,8,WARREN,9.552,1218.544,25.291,20_5_8_WARREN.png
21,5,8,WARREN,10.102,1232.654,24.394,21_5_8_WARREN.png
22,5,8,WARREN,10.443,1265.29,23.682,22_5_8_WARREN.png
23,5,8,WARREN,10.882,1294.869,22.84,23_5_8_WARREN.png
24,5,8,WARREN,11.344,1319.598,22.162,24_5_8_WARREN.png
25,5,8,WARREN,12.02,1336.12,21.342,25_5_8_WARREN.png
10,1,9,WARREN,10.965,286.933,50.837,10_1_9_WARREN.png
11,1,9,WARREN,12.747,323.359,44.318,11_1_9_WARREN.png
12,1,9,WARREN,14.938,357.871,39.008,12_1_9_WARREN.png
13,1,9,WARREN,16.93,405.25,34.394,13_1_9_WARREN.png
14,1,9,WARREN,19.787,437.248,30.682,14_1_9_WARREN.png
15,1,9,WARREN,21.835,501.213,27.263,15_1_9_WARREN.png
16,1,9,WARREN,24.499,554.732,24.584,16_1_9_WARREN.png
17,1,9,WARREN,26.721,627.559,22.098,17_1_9_WARREN.png
18,1,9,WARREN,30.903,661.568,20.053,18_1_9_WARREN.png
19,1,9,WARREN,32.54,762.957,18.246,19_1_9_WARREN.png
20,1,9,WARREN,36.561,816.849,16.669,20_1_9_WARREN.png
21,1,9,WARREN,39.376,907.202,15.248,21_1_9_WARREN.png
22,1,9,WARREN,43.212,985.796,14.019,22_1_9_WARREN.png
23,1,9,WARREN,47.754,1063.18,12.864,23_1_9_WARREN.png
24,1,9,WARREN,50.615,1165.51,11.953,24_1_9_WARREN.png
25,1,9,WARREN,55.437,1249.181,11.071,25_1_9_WARREN.png
10,2,9,WARREN,8.707,350.461,51.936,10_2_9_WARREN.png
11,2,9,WARREN,9.503,369.175,48.364,11_2_9_WARREN.png
12,2,9,WARREN,9.856,412.325,44.968,12_2_9_WARREN.png
13,2,9,WARREN,11.005,427.633,41.746,13_2_9_WARREN.png
14,2,9,WARREN,12.328,443.102,38.712,14_2_9_WARREN.png
15,2,9,WARREN,13.453,468.098,35.971,15_2_9_WARREN.png
16,2,9,WARREN,13.973,529.558,33.25,16_2_9_WARREN.png
17,2,9,WARREN,15.272,559.006,31.015,17_2_9_WARREN.png
18,2,9,WARREN,17.129,577.596,28.796,18_2_9_WARREN.png
19,2,9,WARREN,18.239,623.561,26.831,19_2_9_WARREN.png
20,2,9,WARREN,19.287,691.721,24.783,20_2_9_WARREN.png
21,2,9,WARREN,20.451,739.387,23.288,21_2_9_WARREN.png
22,2,9,WARREN,21.611,796.073,21.741,22_2_9_WARREN.png
23,2,9,WARREN,23.083,851.76,20.458,23_2_9_WARREN.png
24,2,9,WARREN,25.369,882.835,19.226,24_2_9_WARREN.png
25,2,9,WARREN,27.028,932.146,18.112,25_2_9_WARREN.png
10,3,9,WARREN,7.84,576.511,43.087,10_3_9_WARREN.png
11,3,9,WARREN,8.292,589.849,41.381,11_3_9_WARREN.png
12,3,9,WARREN,8.542,621.429,39.812,12_3_9_WARREN.png
13,3,9,WARREN,9.214,628.616,38.097,13_3_9_WARREN.png
14,3,9,WARREN,9.901,642.025,36.335,14_3_9_WARREN.png
15,3,9,WARREN,10.556,663.187,34.582,15_3_9_WARREN.png
16,3,9,WARREN,11.409,677.421,32.88,16_3_9_WARREN.png
17,3,9,WARREN,12.365,691.799,31.219,17_3_9_WARREN.png
18,3,9,WARREN,13.16,714.863,29.706,18_3_9_WARREN.png
19,3,9,WARREN,13.997,745.405,28.156,19_3_9_WARREN.png
20,3,9,WARREN,14.796,773.999,26.795,20_3_9_WARREN.png
21,3,9,WARREN,15.491,815.34,25.525,21_3_9_WARREN.png
22,3,9,WARREN,16.791,833.541,24.223,22_3_9_WARREN.png
23,3,9,WARREN,16.862,925.882,23.065,23_3_9_WARREN.png
24,3,9,WARREN,18.306,945.586,21.89,24_3_9_WARREN.png
25,3,9,WARREN,18.747,1008.846,20.882,25_3_9_WARREN.png
10,4,9,WARREN,7.509,912.669,35.377,10_4_9_WARREN.png
11,4,9,WARREN,7.852,913.149,34.578,11_4_9_WARREN.png
12,4,9,WARREN,8.166,926.631,33.632,12_4_9_WARREN.png
13,4,9,WARREN,8.57,933.69,32.688,13_4_9_WARREN.png
14,4,9,WARREN,8.976,946.971,31.69,14_4_9_WARREN.png
15,4,9,WARREN,9.433,960.397,30.67,15_4_9_WARREN.png
16,4,9,WARREN,9.945,973.998,29.634,16_4_9_WARREN.png
17,4,9,WARREN,9.825,1072.029,28.496,17_4_9_WARREN.png
18,4,9,WARREN,10.453,1086.238,27.423,18_4_9_WARREN.png
19,4,9,WARREN,11.156,1100.591,26.355,19_4_9_WARREN.png
20,4,9,WARREN,11.776,1125.221,25.358,20_4_9_WARREN.png
21,4,9,WARREN,12.353,1150.343,24.443,21_4_9_WARREN.png
22,4,9,WARREN,12.913,1179.886,23.55,22_4_9_WARREN.png
23,4,9,WARREN,13.185,1240.352,22.867,23_4_9_WARREN.png
24,4,9,WARREN,14.102,1258.359,21.938,24_4_9_WARREN.png
25,4,9,WARREN,14.778,1296.577,21.08,25_4_9_WARREN.png
10,5,9,WARREN,8.019,1242.259,29.659,10_5_9_WARREN.png
11,5,9,WARREN,8.275,1242.434,29.185,11_5_9_WARREN.png
12,5,9,WARREN,8.562,1241.615,28.696,12_5_9_WARREN.png
13,5,9,WARREN,8.814,1255.048,28.113,13_5_9_WARREN.png
14,5,9,WARREN,9.136,1261.555,27.532,14_5_9_WARREN.png
15,5,9,WARREN,9.449,1274.789,26.914,15_5_9_WARREN.png
16,5,9,WARREN,9.797,1288.15,26.278,16_5_9_WARREN.png
17,5,9,WARREN,10.182,1301.655,25.624,17_5_9_WARREN.png
18,5,9,WARREN,10.607,1315.304,24.955,18_5_9_WARREN.png
19,5,9,WARREN,11.076,1329.097,24.273,19_5_9_WARREN.png
20,5,9,WARREN,11.591,1343.018,23.583,20_5_9_WARREN.png
21,5,9,WARREN,12.163,1357.099,22.886,21_5_9_WARREN.png
22,5,9,WARREN,12.794,1371.291,22.187,22_5_9_WARREN.png
23,5,9,WARREN,13.106,1408.135,21.595,23_5_9_WARREN.png
24,5,9,WARREN,13.539,1438.556,20.972,24_5_9_WARREN.png
25,5,9,WARREN,14.105,1463.842,20.395,25_5_9_WARREN.png
10,1,10,WARREN,11.048,332.886,49.893,10_1_10_WARREN.png
11,1,10,WARREN,13.062,367.681,43.651,11_1_10_WARREN.png
12,1,10,WARREN,15.383,397.903,38.7,12_1_10_WARREN.png
13,1,10,WARREN,16.951,461.216,34.261,13_1_10_WARREN.png
14,1,10,WARREN,19.531,499.995,30.666,14_1_10_WARREN.png
15,1,10,WARREN,21.937,561.87,27.3,15_1_10_WARREN.png
16,1,10,WARREN,24.372,621.653,24.678,16_1_10_WARREN.png
17,1,10,WARREN,27.244,684.177,22.276,17_1_10_WARREN.png
18,1,10,WARREN,30.109,756.97,20.207,18_1_10_WARREN.png
19,1,10,WARREN,33.036,833.191,18.385,19_1_10_WARREN.png
20,1,10,WARREN,36.784,899.022,16.817,20_1_10_WARREN.png
21,1,10,WARREN,39.644,994.729,15.4,21_1_10_WARREN.png
22,1,10,WARREN,43.083,1089.092,14.173,22_1_10_WARREN.png
23,1,10,WARREN,46.736,1168.035,13.159,23_1_10_WARREN.png
24,1,10,WARREN,49.905,1308.146,12.075,24_1_10_WARREN.png
25,1,10,WARREN,54.983,1375.271,11.233,25_1_10_WARREN.png
10,2,10,WARREN,9.285,426.067,48.347,10_2_10_WARREN.png
11,2,10,WARREN,10.143,442.609,45.383,11_2_10_WARREN.png
12,2,10,WARREN,11.134,459.294,42.521,12_2_10_WARREN.png
13,2,10,WARREN,11.435,510.377,39.92,13_2_10_WARREN.png
14,2,10,WARREN,12.61,532.231,37.236,14_2_10_WARREN.png
15,2,10,WARREN,14.043,550.017,34.71,15_2_10_WARREN.png
16,2,10,WARREN,15.119,586.716,32.339,16_2_10_WARREN.png
17,2,10,WARREN,15.956,645.579,30.115,17_2_10_WARREN.png
18,2,10,WARREN,17.221,680.202,28.21,18_2_10_WARREN.png
19,2,10,WARREN,18.651,723.049,26.276,19_2_10_WARREN.png
20,2,10,WARREN,20.734,745.376,24.544,20_2_10_WARREN.png
21,2,10,WARREN,21.374,823.43,23.009,21_2_10_WARREN.png
22,2,10,WARREN,23.672,848.18,21.541,22_2_10_WARREN.png
23,2,10,WARREN,25.66,885.667,20.302,23_2_10_WARREN.png
24,2,10,WARREN,26.676,960.515,19.067,24_2_10_WARREN.png
25,2,10,WARREN,29.219,991.503,17.987,25_2_10_WARREN.png
10,3,10,WARREN,8.991,676.363,39.352,10_3_10_WARREN.png
11,3,10,WARREN,9.499,688.66,37.938,11_3_10_WARREN.png
12,3,10,WARREN,10.074,695.106,36.675,12_3_10_WARREN.png
13,3,10,WARREN,10.657,710.536,35.262,13_3_10_WARREN.png
14,3,10,WARREN,11.314,726.128,33.848,14_3_10_WARREN.png
15,3,10,WARREN,12.053,741.846,32.437,15_3_10_WARREN.png
16,3,10,WARREN,12.882,757.708,31.038,16_3_10_WARREN.png
17,3,10,WARREN,12.954,831.784,29.627,17_3_10_WARREN.png
18,3,10,WARREN,13.736,862.659,28.228,18_3_10_WARREN.png
19,3,10,WARREN,14.819,880.043,26.898,19_3_10_WARREN.png
20,3,10,WARREN,15.777,904.849,25.716,20_3_10_WARREN.png
21,3,10,WARREN,16.914,929.738,24.515,21_3_10_WARREN.png
22,3,10,WARREN,18.29,948.261,23.338,22_3_10_WARREN.png
23,3,10,WARREN,17.995,1074.134,22.179,23_3_10_WARREN.png
24,3,10,WARREN,19.49,1094.826,21.106,24_3_10_WARREN.png
25,3,10,WARREN,19.843,1164.61,20.242,25_3_10_WARREN.png
10,4,10,WARREN,8.355,1110.733,32.231,10_4_10_WARREN.png
11,4,10,WARREN,8.678,1123.839,31.43,11_4_10_WARREN.png
12,4,10,WARREN,9.029,1135.988,30.644,12_4_10_WARREN.png
13,4,10,WARREN,9.419,1141.866,29.926,13_4_10_WARREN.png
14,4,10,WARREN,9.805,1157.53,29.125,14_4_10_WARREN.png
15,4,10,WARREN,10.187,1182.107,28.386,15_4_10_WARREN.png
16,4,10,WARREN,10.692,1197.507,27.531,16_4_10_WARREN.png
17,4,10,WARREN,11.254,1213.052,26.665,17_4_10_WARREN.png
18,4,10,WARREN,11.877,1228.777,25.791,18_4_10_WARREN.png
19,4,10,WARREN,12.565,1244.627,24.914,19_4_10_WARREN.png
20,4,10,WARREN,13.056,1273.109,24.142,20_4_10_WARREN.png
21,4,10,WARREN,13.844,1289.907,23.286,21_4_10_WARREN.png
22,4,10,WARREN,14.704,1306.849,22.441,22_4_10_WARREN.png
23,4,10,WARREN,15.162,1350.73,21.736,23_4_10_WARREN.png
24,4,10,WARREN,16.114,1369.125,20.935,24_4_10_WARREN.png
25,4,10,WARREN,17.013,1395.803,20.192,25_4_10_WARREN.png
10,5,10,WARREN,9.759,1383.983,26.91,10_5_10_WARREN.png
11,5,10,WARREN,10.093,1386.021,26.438,11_5_10_WARREN.png
12,5,10,WARREN,10.355,1402.51,25.94,12_5_10_WARREN.png
13,5,10,WARREN,10.717,1410.192,25.427,13_5_10_WARREN.png
14,5,10,WARREN,11.042,1415.034,25.005,14_5_10_WARREN.png
15,5,10,WARREN,11.355,1430.428,24.521,15_5_10_WARREN.png
16,5,10,WARREN,11.784,1435.991,24.028,16_5_10_WARREN.png
17,5,10,WARREN,12.174,1451.014,23.514,17_5_10_WARREN.png
18,5,10,WARREN,11.793,1579.115,23.022,18_5_10_WARREN.png
19,5,10,WARREN,12.275,1593.849,22.462,19_5_10_WARREN.png
20,5,10,WARREN,12.802,1608.71,21.893,20_5_10_WARREN.png
21,5,10,WARREN,13.379,1623.715,21.316,21_5_10_WARREN.png
22,5,10,WARREN,13.813,1656.681,20.758,22_5_10_WARREN.png
23,5,10,WARREN,14.469,1672.766,20.181,23_5_10_WARREN.png
24,5,10,WARREN,14.884,1703.957,19.693,24_5_10_WARREN.png
25,5,10,WARREN,15.441,1730.029,19.195,25_5_10_WARREN.png
10,1,4,VIERENDEEL,26.252,594.542,16.572,10_1_4_VIERENDEEL.png
11,1,4,VIERENDEEL,27.68,677.058,15.165,11_1_4_VIERENDEEL.png
12,1,4,VIERENDEEL,35.038,731.717,12.984,12_1_4_VIERENDEEL.png
13,1,4,VIERENDEEL,38.845,902.592,11.18,13_1_4_VIERENDEEL.png
14,1,4,VIERENDEEL,35.894,1023.699,10.979,14_1_4_VIERENDEEL.png
15,1,4,VIERENDEEL,43.693,1085.741,9.682,15_1_4_VIERENDEEL.png
16,1,4,VIERENDEEL,52.02,1157.988,8.617,16_1_4_VIERENDEEL.png
17,1,4,VIERENDEEL,56.802,1309.159,7.8,17_1_4_VIERENDEEL.png
18,1,4,VIERENDEEL,52.021,1517.353,7.646,18_1_4_VIERENDEEL.png
19,1,4,VIERENDEEL,60.924,1591.369,6.919,19_1_4_VIERENDEEL.png
20,1,4,VIERENDEEL,69.668,1688.182,6.308,20_1_4_VIERENDEEL.png
21,1,4,VIERENDEEL,74.668,1953.694,5.727,21_1_4_VIERENDEEL.png
22,1,4,VIERENDEEL,84.483,2062.29,5.265,22_1_4_VIERENDEEL.png
23,1,4,VIERENDEEL,89.849,2379.64,4.816,23_1_4_VIERENDEEL.png
24,1,4,VIERENDEEL,97.599,2494.773,4.529,24_1_4_VIERENDEEL.png
25,1,4,VIERENDEEL,74.932,2806.273,4.947,25_1_4_VIERENDEEL.png
10,2,4,VIERENDEEL,31.17,688.707,14.376,10_2_4_VIERENDEEL.png
11,2,4,VIERENDEEL,33.591,789.493,12.991,11_2_4_VIERENDEEL.png
12,2,4,VIERENDEEL,39.036,874.223,11.466,12_2_4_VIERENDEEL.png
13,2,4,VIERENDEEL,43.775,1048.172,9.956,13_2_4_VIERENDEEL.png
